site ID,"Depth
(m)",LL(%),PI,LI,e,K0,?'v (kPa),"Su(UCST)
(kPa)",St(UCST),"Su(VST)
(kPa)",St(VST),"ps
(MPa)",?'v /Pa,Su(UCST)/?'v,Su(VST)/?'v,ps/?'v
,,,,,,,,,,,,,,,,
0,4,37.2,16.5,1.06,1.096,0.5,48.5,,,,,0.6,0.478775913129319,,,12.3711340206186
0,5,38.5,16.1,1.18,1.169,0.5,56.5,,,,,1.2,0.557749259624877,,,21.2389380530973
0,6,36.2,15.3,1.42,1.175,0.5,64.5,,,,,0.9,0.636722606120434,,,13.953488372093
0,11,45.2,22,1.27,1.459,,102.7,,,,,0.5,1.01382033563672,,,4.86854917234664
0,14,43.3,20,1.26,1.379,,124.2,,,,,0.5,1.22606120434353,,,4.02576489533011
0,17,43.3,18.7,1.15,1.327,,145.7,,,,,0.6,1.43830207305035,,,4.11805078929307
0,18.5,42.1,17.3,0.92,1.143,,156.8,,,,,0.6,1.54787759131293,,,3.8265306122449
0,20,42.8,20.3,1,1.205,,168.6,,,,,0.7,1.66436327739388,,,4.15183867141163
0,21.5,41.9,18.1,0.92,1.139,,180.5,,,,,0.9,1.78183613030602,,,4.98614958448754
0,23,37,16.7,0.98,1.038,0.49,193.1,,,,,1.1,1.90621915103653,,,5.69653029518384
0,24.5,37.2,15.8,0.82,0.973,0.48,205.8,,,,,,2.03158933859822,,,
0,26,31.9,13.2,1.1,0.969,0.46,218.5,,,,,1.2,2.15695952615992,,,5.49199084668192
0,6,33.7,13,1.23,1.054,,63,,,,,1,0.621915103652517,,,15.8730158730159
0,6.2,33.6,13.1,0.82,0.92,,64.7,,,,,0.8,0.638696939782823,,,12.3647604327666
0,7,37,15.8,1.08,1.108,,71.5,,,,,1,0.705824284304047,,,13.986013986014
0,10,39.5,17.5,1.42,1.325,,95.4,,,,,0.7,0.941757156959526,,,7.33752620545073
0,13,47.5,20.7,1.39,1.545,,117.3,19,4.5,,,0.6,1.15794669299112,0.161977834612106,,5.1150895140665
0,16,41.3,18.7,1.36,1.358,,139.2,,,,,0.6,1.3741362290227,,,4.31034482758621
0,17.5,43.7,20.9,0.82,1.161,,150.2,26,,,,0.6,1.4827245804541,0.173102529960053,,3.99467376830892
0,19,41.8,17.6,0.85,1.119,,161.5,,,,,0.7,1.59427443237907,,,4.3343653250774
0,20.5,42.2,19.3,0.8,1.107,,173.7,,,,,0.8,1.7147087857848,,,4.60564191134139
0,22,33.3,13.1,1.02,0.952,,185.8,,,,,1.3,1.83415597235933,,,6.9967707212056
0,23.5,32.8,13.5,1.16,0.964,,198.7,,,,,1,1.96150049358342,,,5.03271263210871
0,25,37.7,15.5,0.75,0.943,,211.7,,,,,1.1,2.0898321816387,,,5.19603212092584
0,10,42.1,18.4,1.42,1.43,,110.2,16,,,,0.6,1.08785784797631,0.14519056261343,,5.44464609800363
0,13,36.6,16.2,1.19,1.129,,132.4,19,4.9,,,0.6,1.30700888450148,0.143504531722054,,4.53172205438066
0,16,43.4,19.2,1.22,1.367,,154.6,17,4.3,,,0.6,1.52615992102665,0.109961190168176,,3.88098318240621
0,17.5,43.3,20,0.77,1.125,,165.7,28,4.6,,,0.7,1.63573543928924,0.168980084490042,,4.22450211225106
0,19,43.2,18.9,0.77,1.101,,177.8,,,,,0.7,1.75518262586377,,,3.93700787401575
0,20.5,40,17.2,0.87,1.073,,189.8,,,,,0.8,1.87364264560711,,,4.21496311907271
0,22,41.5,19.5,0.95,1.175,,201.9,,,,,0.8,1.99308983218164,,,3.96235760277365
0,23.5,39.6,18,0.93,1.072,,214.7,,,,,1.3,2.11944718657453,,,6.05496040987424
0,25,36.1,14.6,0.9,0.976,,227.8,,,,,1,2.24876604146101,,,4.38981562774363
0,26.5,29.9,12.1,0.96,0.824,,240.9,,,,,4.2,2.37808489634748,,,17.4346201743462
0,28,31.2,12.8,1.05,0.907,0.44,254,,,,,2.8,2.50740375123396,,,11.0236220472441
0,29,33.6,13.6,0.99,0.921,,262.8,,,,,1.6,2.59427443237907,,,6.0882800608828
0,12,36.8,15.8,1.22,1.126,,128.8,,,,,,1.27147087857848,,,
0,13,45.6,21.1,1.25,1.427,,136.4,,,,,,1.34649555774926,,,
0,16,41.3,19.3,1.1,1.206,,159.2,,,,,,1.5715695952616,,,
0,18,43.7,21.2,1,1.219,,174.4,,,,,,1.72161895360316,,,
0,20,42.2,18,0.83,1.117,,190.2,,,,,,1.87759131293189,,,
0,22,42.2,18.1,0.9,1.125,,206.1,,,,,,2.03455083909181,,,
0,24,29.6,12.3,1.15,0.922,,223.1,,,,,,2.20236920039487,,,
0,26,38,16.5,0.74,0.962,,240.5,,,,,,2.3741362290227,,,
0,11,44.8,19.6,1.33,1.423,,107.6,,,,,,1.06219151036525,,,
0,12,33.9,13.8,1.24,1.05,,115.3,,,,,,1.13820335636723,,,
0,13,42.4,19.3,1.34,1.36,,123.1,,,,,,1.21520236920039,,,
0,14,36.7,15.9,1.25,1.122,,130.9,,,,,,1.29220138203356,,,
0,15,39.2,18.2,1.43,1.33,,138.6,,,,,,1.36821322803554,,,
0,16,38.4,17.5,0.93,1.054,,146.4,,,,,,1.44521224086871,,,
0,17,38.9,18.2,0.95,1.076,,154.1,,,,,,1.52122408687068,,,
0,19,38.3,17.4,0.61,0.918,,170.3,,,,,,1.68114511352419,,,
0,21,42.3,18.6,0.9,1.125,,187.3,,,,,,1.84896347482725,,,
0,23,37.2,15.2,0.66,0.917,,205.1,,,,,,2.02467917077986,,,
0,25,29.6,12.1,0.97,0.821,,223.2,,,,,,2.20335636722606,,,
0,13,42,19.1,1.45,1.413,0.56,128,,,,,,1.26357354392892,,,
0,15,34,13,1.18,1.026,0.47,142.1,,,,,,1.40276406712734,,,
0,17,36.7,14.3,0.98,1.057,0.49,158.6,,,,,,1.56564659427443,,,
0,19,40.4,18.6,0.96,1.137,0.53,174.9,,,,,,1.72655478775913,,,
0,21,32.4,12.5,0.98,0.942,0.46,190.8,,,,,,1.88351431391905,,,
0,23,32.3,12.8,1.09,0.93,0.46,208.2,,,,,,2.05528134254689,,,
0,11,46.1,21.5,1.33,1.491,0.57,115.4,,,,,,1.13919052319842,,,
0,13,42.7,18.9,1.32,1.383,0.56,129.4,,,,,,1.27739387956565,,,
0,18,36.7,15.7,1,1.028,,170.4,,,,,,1.68213228035538,,,
0,20,32.3,13,1.41,1.079,,186.8,,,,,,1.84402764067127,,,
0,22,31.9,13.2,1,0.888,,203.3,,,,,,2.00691016781836,,,
0,24,31,12.4,0.97,0.9,,221.2,,,,,,2.18361303060217,,,
0,26,31.2,12.1,0.88,0.857,,239.1,,,,,,2.36031589338598,,,
0,12,45.6,23.3,1.16,1.417,,120.8,,,32.6,4.7,,1.19249753208292,,0.269867549668874,
0,14,44.3,22.2,1.34,1.457,,135.1,,,33.9,5.1,,1.33366238894373,,0.250925240562546,
0,16,43.1,20,1.12,1.318,,149.4,,,37.3,4.8,,1.47482724580454,,0.249665327978581,
0,18,37.3,17.1,1.15,1.13,,163.7,,,,,,1.61599210266535,,,
0,20,42.1,20.6,0.82,1.125,,179.8,,,50.5,4.4,,1.77492596248766,,0.280867630700779,
0,22,37.3,17,0.99,1.047,,196.6,,,57.1,4.3,,1.94076999012833,,0.290437436419125,
0,24,34.7,15.8,1.03,0.974,,214.2,,,68.7,3.8,,2.11451135241856,,0.320728291316527,
0,26,27.2,12.4,0.87,0.77,,231.8,,,,,,2.28825271470879,,,
0,7.1,46.2,22,0.67,1.11,,,,,,,,,,,
0,8.1,46.5,22.8,0.85,1.209,,,,,,,,,,,
0,9.1,41.3,19,1.23,1.281,,,,,,,,,,,
0,10.1,48.9,23.5,0.94,1.331,,,,,,,,,,,
0,11.1,39.8,17.7,0.8,1.019,,,,,,,,,,,
0,12.1,41.8,17.3,1.02,1.189,,,,,,,,,,,
0,13.1,38,16.9,0.99,1.091,,,25,3.5,,,,,,,
0,14.1,33,13.5,1.05,0.955,,,26,,,,,,,,
0,15.1,40.1,17.8,0.89,1.069,,,26,4.4,,,,,,,
0,16.1,39.1,17.3,1.03,1.137,,,27,4.1,,,,,,,
0,17.1,34.3,14.7,0.9,0.951,,,26,3.7,,,,,,,
0,18.1,38.2,17,0.59,0.917,,,,,,,,,,,
0,19.1,37.4,16.4,0.74,0.943,,,,,,,,,,,
0,21.1,35.9,15.3,0.73,0.912,,,28,,,,,,,,
0,23.1,37.6,16.2,0.98,1.048,,,28,4,,,,,,,
0,7.1,44,18,0.79,1.124,,,,,,,,,,,
0,8.1,44,22.5,1.24,1.375,,,,,,,,,,,
0,10.1,37.5,16.2,0.73,0.934,,,24,3.2,,,,,,,
0,12.1,38.2,15.7,0.99,1.06,,,,,,,,,,,
0,14.1,37.9,17,0.89,1.019,,,26,3.2,,,,,,,
0,16.1,34.8,14.2,1,0.989,,,,,,,,,,,
0,18.1,33.4,13.8,0.99,0.958,,,29,3.4,,,,,,,
0,20.1,38.1,16.9,0.99,1.057,,,24,3.4,,,,,,,
0,22.1,32.9,14.6,1.01,0.943,,,26,3.7,,,,,,,
0,24.1,38.1,15.4,0.97,1.043,,,26,3.9,,,,,,,
0,11,47.9,22.8,1.21,1.516,,,,,,,,,,,
0,13,31.3,12.7,1.54,1.053,,,,,,,,,,,
0,15,36.8,14.9,1.02,1.056,,,,,,,,,,,
0,17,40.6,18.4,0.95,1.137,,,,,,,,,,,
0,19,38.9,18,0.99,1.111,,,,,,,,,,,
0,21,40,18.2,1,1.131,,,,,,,,,,,
0,23,34.9,14,0.99,0.993,,,,,,,,,,,
0,7.15,33.5,14.1,,,,,,,,,,,,,
0,17.15,32.9,13.8,,,,,,,,,,,,,
0,6,37.2,15.2,1.5,1.272,,,,,,,,,,,
0,7,34.2,14.3,1.45,1.144,,,,,,,,,,,
0,8,30.9,12.5,1.36,0.98,,,,,,,,,,,
0,12,35.8,16.6,0.78,0.918,,,,,,,,,,,
0,16,31.4,12.8,1.05,0.921,,,,,,,,,,,
0,7.15,32.3,12.7,,,,,,,,,,,,,
0,13,32,13.7,1.39,1.063,,,,,,,,,,,
0,15,38.7,16.1,0.96,1.059,,,,,,,,,,,
0,17,34.2,14.6,0.98,0.955,,,,,,,,,,,
0,19,38.6,16.5,0.97,1.071,,,,,,,,,,,
0,12,45.9,22.3,1.35,1.499,,115.1,,,,,,1.13622902270484,,,
0,14,41.8,19.5,1.29,1.362,,129.1,,,,,,1.27443237907206,,,
0,16,38.5,16.4,1.23,1.169,,143.6,,,,,,1.41757156959526,,,
0,18,37.6,15.7,1.22,1.163,,159.4,,,,,,1.57354392892399,,,
0,20,42.8,18.3,0.84,1.141,,175.1,,,,,,1.72852912142152,,,
0,22,32.3,14,1.19,0.973,,191.8,,,,,,1.893385982231,,,
0,24,38.9,16.8,0.99,1.105,,208.6,,,,,,2.05923000987167,,,
0,26,35.5,15.2,0.89,0.955,,225.5,,,,,,2.22606120434353,,,
0,11,46,22.5,1.24,1.447,,106.6,,,,,,1.05231984205331,,,
0,13,43.8,21.5,1.27,1.39,,120.8,,,,,,1.19249753208292,,,
0,15,33.3,13.8,1.31,1.045,,135,,,,,,1.33267522211254,,,
0,17,38.7,15.9,1.47,1.306,,150.6,,,,,,1.48667324777887,,,
0,19,34.9,15,1.36,1.152,,166.3,,,,,,1.64165844027641,,,
0,21,33.7,13,1.1,0.996,,181.9,,,,,,1.79565646594274,,,
0,23,37.8,15.8,0.97,1.048,,198.5,,,,,,1.95952615992103,,,
0,25,34.7,14.5,0.99,1.008,,215,,,,,,2.12240868706811,,,
0,27,38.8,17.4,1.06,1.154,,231.5,,,,,,2.2852912142152,,,
1,13,,15.1,,1.1,,129.6,,,,,0.58,1.27936821322804,,,4.47530864197531
1,15,,19.4,,1.36,,144.8,,,,,0.63,1.4294175715696,,,4.35082872928177
1,17,,17.3,,1.25,,160.1,,,,,0.68,1.58045409674235,,,4.2473454091193
1,20,,22.1,,1.23,,183.1,,,,,0.84,1.80750246791708,,,4.58765701802294
1,23,,18.9,,1.14,,206.6,,,,,0.94,2.03948667324778,,,4.54985479186835
1,11,,16.4,,1.27,,111.1,,,,,1.1,1.09674234945706,,,9.9009900990099
1,12,,16.3,,1.2,,118.8,,,34.1,3.2,0.58,1.17275419545903,,0.287037037037037,4.88215488215488
1,13,,15.2,,1.12,,126.4,,,30.5,3.1,0.47,1.24777887462981,,0.24129746835443,3.71835443037975
1,14,,14.3,,1.13,,134.1,,,36.9,3.4,0.47,1.32379072063179,,0.275167785234899,3.5048471290082
1,16,,20.5,,1.42,,149.3,,,38.9,3.4,0.47,1.47384007897335,,0.260549229738781,3.14802411252512
1,18,,19.6,,1.24,,164.6,,,44.3,3.7,0.42,1.6248766041461,,0.26913730255164,2.55164034021871
1,20,,17.7,,1.21,,179.9,,,50,3.8,0.52,1.77591312931886,,0.277932184546971,2.89049471928849
1,22,,18.5,,1.27,,195.1,,,54.2,,0.63,1.92596248766041,,0.277806253203485,3.22911327524346
1,12.5,,21.6,,1.44,,131.4,,,,,0.68,1.29713721618954,,,5.17503805175038
1,13.5,,15.3,,1.25,,138.8,,,,,0.68,1.37018756169793,,,4.89913544668588
1,14.5,,18.4,,1.31,,146.3,,,,,0.63,1.44422507403751,,,4.30622009569378
1,16.5,,17.3,,1.18,,161.2,,,,,0.76,1.59131293188549,,,4.71464019851117
1,18.5,,19.3,,1.26,,176.1,,,,,0.79,1.73840078973347,,,4.48608745031232
1,21,,19,,1.24,,195,,,,,0.93,1.92497532082922,,,4.76923076923077
1,12,,15.4,,1.06,,,,,,,,,,,
1,13,,16.7,,1.25,,,,,,,,,,,
1,14,,19.6,,1.31,,,,,,,,,,,
1,16.5,,21.4,,1.35,,,,,,,,,,,
1,18.5,,17.4,,1.14,,,,,,,,,,,
1,20,,16,,1.11,,,,,,,,,,,
1,12,,19.7,,1.37,,,,,,,,,,,
1,14,,15.9,,1.25,,,,,,,,,,,
1,16,,14.2,,1.25,,,,,,,,,,,
1,18,,21.1,,1.31,,,,,,,,,,,
1,20,,18.6,,1.17,,,,,,,,,,,
1,22,,15.7,,1.01,,,,,,,,,,,
1,13,,17.3,,1.31,,125.2,,,,,0.68,1.23593287265548,,,5.43130990415335
1,15,,19.4,,1.38,,140.2,,,,,0.58,1.38400789733465,,,4.13694721825963
1,17,,15.6,,1.13,,155.2,,,,,0.63,1.53208292201382,,,4.05927835051546
1,19,,18.6,,1.21,,170.2,,,,,0.79,1.68015794669299,,,4.64159811985899
1,21,,17,,1.07,,186.1,,,,,0.89,1.83711747285291,,,4.78237506716819
1,13.5,,15.7,,1.13,,126.7,,,,,,1.2507403751234,,,
1,15.5,,15.5,,1.12,,142.7,,,,,,1.40868706811451,,,
1,17.5,,15.1,,1.1,,158.7,,,,,,1.56663376110563,,,
1,19.5,,16,,1.05,,174.9,,,,,,1.72655478775913,,,
1,21.5,,19.5,,1.11,,191.3,,,,,,1.88845014807503,,,
1,12,,18.4,,1.37,,112.4,,,42.3,3.6,0.58,1.10957551826259,,0.376334519572954,5.16014234875445
1,14,,14.4,,1.19,,127.2,,,37.9,3.4,0.58,1.25567620927937,,0.297955974842767,4.55974842767296
1,17,,20.1,,1.34,,149.5,,,43.8,3.6,0.63,1.47581441263574,,0.292976588628763,4.21404682274248
1,19,,17.6,,1.22,,164.6,,,48,3.8,0.68,1.6248766041461,,0.291616038882139,4.13122721749696
1,22,,18.2,,1.1,,188.3,,,56.1,,0.88,1.85883514313919,,0.297928836962294,4.67339352097716
1,11.5,,21,,1.35,,109,,,,,0.58,1.07601184600197,,,5.32110091743119
1,13.5,,18.3,,1.31,,123.8,,,,,0.58,1.22211253701876,,,4.68497576736672
1,15.5,,16.3,,1.26,,138.5,,,,,0.63,1.36722606120434,,,4.54873646209386
1,17.5,,18.2,,1.32,,153.3,,,,,0.68,1.51332675222113,,,4.43574690150033
1,19.5,,18.4,,1.23,,168.4,,,,,0.73,1.66238894373149,,,4.33491686460808
1,22.5,,18.6,,1.16,,191.8,,,,,0.89,1.893385982231,,,4.64025026068822
2,13,,17,,1.22,,126,,,,,,1.24383020730503,,,
2,14,,15.8,,1.11,,133.5,,,,,,1.31786771964462,,,
2,15,,17.6,,1.31,,140.9,,,,,,1.39091806515301,,,
2,16,,17.2,,1.32,,148.4,,,,,,1.4649555774926,,,
2,17,,22.2,,1.33,,155.8,,,,,,1.53800592300099,,,
2,18,,19,,1.33,,163.3,,,,,,1.61204343534057,,,
2,19,,19.5,,1.41,,170.7,,,,,,1.68509378084896,,,
2,20,,16.2,,1.01,,178.9,,,,,,1.76604146100691,,,
2,23,,18.6,,,,204.1,,,,,,2.01480750246792,,,
2,15,,20.1,,1.34,,138.6,,,,,,1.36821322803554,,,
2,18,,20.2,,1.25,,160.6,,,,,,1.58538993089832,,,
2,20,,14.3,,1.23,,175.9,,,,,,1.73642645607108,,,
2,13,,15.2,,1.1,,117,,,,,,1.15498519249753,,,
2,15,,19.3,,1.34,,132.6,,,,,,1.30898321816387,,,
2,17,,14.5,,1.11,,148.2,,,,,,1.46298124383021,,,
2,19,,17.6,,1.25,,164.1,,,,,,1.61994076999013,,,
2,21,,14.9,,0.97,,180.3,,,,,,1.77986179664363,,,
2,13,,16,,1.12,,127.1,,,36.8,3.6,0.61,1.25468904244817,,0.289535798583792,4.79937057435091
2,14,,15.3,,1.16,,134.7,,,37.6,3.6,0.64,1.32971372161895,,0.279138827023014,4.75129918337045
2,15,,18.9,,1.34,,142.3,,,39.6,3.7,0.58,1.40473840078973,,0.278285312719606,4.07589599437807
2,16,,15.4,,1.11,,149.9,,,41.8,3.7,0.68,1.47976307996051,,0.278852568378919,4.53635757171448
2,17,,19,,1.38,,157.6,,,49.4,3.8,0.71,1.55577492596249,,0.313451776649746,4.50507614213198
2,18,,17.8,,1.31,,165.2,,,46.6,3.7,0.74,1.63079960513327,,0.282082324455206,4.47941888619855
2,19,,21.3,,1.37,,172.8,,,49.7,3.8,0.78,1.70582428430405,,0.287615740740741,4.51388888888889
2,20,,17.8,,1.13,,180.4,,,51.1,3.8,0.78,1.78084896347483,,0.283259423503326,4.32372505543237
2,14,,14.2,,1.22,,132.6,,,,,,1.30898321816387,,,
2,17,,20.4,,1.31,,155.2,,,,,,1.53208292201382,,,
2,20,,14.5,,1.09,,179,,,,,,1.7670286278381,,,
2,15,,18.5,,1.32,,138.5,,,,,,1.36722606120434,,,
2,18,,16.1,,1.28,,161.8,,,,,,1.59723593287266,,,
2,21,,16.6,,1.16,,184.8,,,,,,1.82428430404738,,,
2,12.5,,13.4,,1.09,,127.3,,,,,,1.25666337611056,,,
2,13.5,,17.5,,1.34,,134.9,,,,,,1.33168805528134,,,
2,14.5,,18.6,,1.31,,142.4,,,,,,1.40572556762093,,,
2,15.5,,14.1,,1.29,,150,,,,,,1.48075024679171,,,
2,16.5,,19.3,,1.24,,157.5,,,,,,1.55478775913129,,,
2,17.5,,17.6,,1.26,,165.1,,,,,,1.62981243830207,,,
2,18.5,,17.1,,1.24,,172.6,,,,,,1.70384995064166,,,
2,19.5,,17.4,,1.25,,180.2,,,,,,1.77887462981244,,,
2,21.5,,16.1,,1.07,,196,,,,,,1.93484698914116,,,
2,15,,14.5,,1.22,,151.1,,,,,0.52,1.49160908193485,,,3.44142951687624
2,18,,14.6,,1.12,,174.5,,,,,0.72,1.72260612043435,,,4.12607449856734
2,21,,17.6,,1.18,,197.9,,,,,0.88,1.95360315893386,,,4.4466902475998
2,13.5,,15.6,,1.11,,128.4,,,,,,1.2675222112537,,,
2,16.5,,14.8,,1.29,,151.6,,,,,,1.49654491609082,,,
2,19.5,,16.6,,1.25,,174.6,,,,,,1.72359328726555,,,
2,13,,21.2,,1.32,,126.2,,,,,,1.24580454096742,,,
2,16,,22.8,,1.35,,148.2,,,,,,1.46298124383021,,,
2,19,,19.1,,1.28,,170.3,,,,,,1.68114511352419,,,
2,12,,12.3,,1.02,,120.3,,,,,,1.18756169792695,,,
2,13,,21.5,,1.4,,127.9,,,,,,1.26258637709773,,,
2,14,,20,,1.22,,135.6,,,,,,1.3385982230997,,,
2,15,,18.4,,1.22,,143.3,,,,,,1.41461006910168,,,
2,16,,19.4,,1.3,,150.9,,,,,,1.48963474827246,,,
2,17,,17.2,,1.22,,158.6,,,,,,1.56564659427443,,,
2,18,,17.5,,1.2,,166.3,,,,,,1.64165844027641,,,
2,19,,17.4,,1.12,,174.3,,,,,,1.72063178677196,,,
2,20,,15.7,,1.07,,182.3,,,,,,1.79960513326752,,,
3,13.5,,13.3,,0.87,,130,,,,,0.64,1.28331688055281,,,4.92307692307692
3,16.5,,17.6,,1.4,,154.1,,,,,0.74,1.52122408687068,,,4.80207657365347
3,19.5,,19.3,,1.24,,177.7,,,,,0.79,1.75419545903258,,,4.44569499155881
3,15.1,,15,,1.23,,144.9,,,36.9,3.6,0.54,1.43040473840079,,0.254658385093168,3.72670807453416
3,18,,18.4,,1.31,,166.6,,,43.5,3.6,0.61,1.64461994076999,,0.261104441776711,3.66146458583433
3,21,,18.5,,1.06,,191.2,,,49,3.9,0.78,1.88746298124383,,0.256276150627615,4.07949790794979
3,15,,19.6,,1.39,,138.4,,,,,0.49,1.36623889437315,,,3.54046242774566
3,18,,21.5,,1.28,,159.8,,,,,0.61,1.57749259624877,,,3.81727158948686
3,21,,16.5,,1.06,,183.4,,,,,0.76,1.81046396841066,,,4.14394765539804
3,12,,19.6,,1.31,,116.6,,,,,,1.15103652517275,,,
3,15,,20.6,,1.46,,138.2,,,,,0.91,1.36426456071076,,,6.58465991316932
3,18,,18.6,,1.22,,159.7,,,,,0.68,1.57650542941757,,,4.25798371947401
3,21,,14.9,,1.02,,183.8,,,,,0.81,1.81441263573544,,,4.4069640914037
3,13,,15.9,,1.15,,124.8,,,,,0.64,1.2319842053307,,,5.12820512820513
3,16,,16.1,,1.18,,148.3,,,,,0.58,1.4639684106614,,,3.91099123398517
3,19,,16,,1.16,,171.9,,,,,0.74,1.6969397828233,,,4.30482838859802
3,11.1,,14.5,,1.07,,111.2,,,,,,1.09772951628825,,,
3,14,,16.6,,1.24,,133.8,,,34.5,3.4,0.54,1.3208292201382,,0.257847533632287,4.03587443946188
3,17,,17.9,,1.26,,157.1,,,41.9,3.5,0.74,1.55083909180652,,0.266709102482495,4.71037555697008
3,20.1,,18.5,,1.18,,181.3,,,48.8,3.8,0.86,1.78973346495558,,0.269167126309983,4.74351902923331
3,12,,20.7,,1.33,,119.5,,,,,0.74,1.17966436327739,,,6.19246861924686
3,15,,16.1,,1.27,,141.7,,,,,0.76,1.39881539980257,,,5.36344389555399
3,18,,20.8,,1.33,,163.9,,,,,1.08,1.61796643632774,,,6.58938377059182
3,21,,15.4,,1.08,,188.2,,,,,1.22,1.857847976308,,,6.48246546227418
3,12.1,,15.3,,1.18,,116.9,,,,,0.54,1.15399802566634,,,4.61933276304534
3,15.1,,16.6,,1.24,,139.5,,,,,0.64,1.37709772951629,,,4.58781362007168
3,18.1,,17.7,,1.36,,162.1,,,,,0.76,1.60019743336624,,,4.68846391116595
3,14,,15.4,,1.24,,134.8,,,,,0.47,1.33070088845015,,,3.486646884273
3,17,,21,,1.38,,157.9,,,,,0.61,1.55873642645607,,,3.863204559848
3,20,,15.6,,1.15,,169.4,,,,,0.73,1.67226061204344,,,4.30932703659976
3,13,,14.4,,1.02,,124,,,,,0.61,1.22408687068115,,,4.91935483870968
3,16,,19.6,,1.33,,147,,,,,0.58,1.45113524185587,,,3.94557823129252
3,19,,15.6,,1.13,,170.3,,,,,0.72,1.68114511352419,,,4.22783323546682
3,12.6,,15.4,,1.16,,123.4,,,,,0.66,1.21816386969398,,,5.3484602917342
3,16.1,,15.7,,1.23,,150.4,,,,,1.06,1.48469891411649,,,7.04787234042553
3,19.1,,19.2,,1.19,,173.6,,,,,0.79,1.7137216189536,,,4.55069124423963
4,13.1,,16.2,,1.12,,132.3,,,,,,1.30602171767029,,,
4,16.1,,21.3,,1.35,,154.8,,,,,,1.52813425468904,,,
4,11.1,,15,,1.23,,112,,,,,,1.10562685093781,,,
4,14.1,,12.6,,1.03,,136.2,,,,,,1.34452122408687,,,
4,17.1,,15.7,,1.05,,160.4,,,,,,1.58341559723593,,,
4,12,,16.7,,1.22,,113.9,,,,,,1.1243830207305,,,
4,15,,20.4,,1.35,,136.4,,,,,,1.34649555774926,,,
4,10.5,,20.4,,1.51,,102.8,,,,,,1.01480750246792,,,
4,13.5,,22.3,,1.46,,124.9,,,,,,1.2329713721619,,,
4,16.5,,15.3,,1.05,,147,,,,,,1.45113524185587,,,
4,10,,18.7,,1.3,,80.7,,,,,,0.796643632773939,,,
4,13,,14.5,,1.19,,103.8,,,,,,1.02467917077986,,,
4,16,,15.4,,1.13,,126.9,,,,,,1.25271470878578,,,
4,10.1,,20.6,,1.47,,103.6,,,,,,1.02270483711747,,,
4,13.1,,20.9,,1.31,,126.4,,,,,,1.24777887462981,,,
4,16.1,,14.5,,1,,149.2,,,,,,1.47285291214215,,,
4,8.5,,12.8,,1.06,,86.2,,,,,,0.850937808489635,,,
4,11,,22.3,,1.48,,105.5,,,,,,1.04146100691017,,,
4,14,,16.3,,1.22,,128.7,,,,,,1.27048371174729,,,
4,17,,14.2,,1.08,,151.8,,,,,,1.49851924975321,,,
4,10.1,,18,,1.31,,103.2,,,,,,1.0187561697927,,,
4,12.1,,17.6,,1.34,,117.8,,,,,,1.16288252714709,,,
4,15,,,,,,139.1,,,,,,1.37314906219151,,,
4,10,,16.4,,1.12,,102,,,,,,1.00691016781836,,,
4,12,,18,,1.31,,117.2,,,,,,1.15695952615992,,,
4,14,,19.3,,1.31,,132.4,,,,,,1.30700888450148,,,
4,12.1,,18.4,,1.32,,138.2,,,,,0.62,1.36426456071076,,,4.4862518089725
4,14.1,,19.5,,1.44,,152.6,,,,,0.64,1.50641658440276,,,4.19397116644823
4,15,,13.9,,1.12,,159.5,,,,,0.71,1.57453109575518,,,4.45141065830721
4,17,,20.9,,1.3,,175,,,,,0.68,1.72754195459033,,,3.88571428571429
4,13,,20.3,,1.35,,140.4,,,,,,1.38598223099704,,,
4,16,,15.6,,1,,164,,,,,,1.61895360315893,,,
4,11,,15.3,,1.19,,110.1,,,,,,1.08687068114511,,,
4,14,,15.5,,1.13,,133.6,,,,,,1.31885488647581,,,
4,11,,20.1,,1.45,,107.7,,,,,,1.06317867719645,,,
4,14,,20,,1.11,,130.3,,,,,,1.2862783810464,,,
4,10,,20.5,,1.38,,102.5,,,,,,1.01184600197433,,,
4,13,,23.3,,1.39,,124.1,,,,,,1.22507403751234,,,
5,10,,19.2,,1.41,,100.8,,,,,0.52,0.995064165844028,,,5.15873015873016
5,13,,15.1,,0.98,,124.3,,,,,1.37,1.22704837117473,,,11.0217216411907
5,16,,20.4,,1.22,,148.8,,,,,0.68,1.46890424481737,,,4.56989247311828
5,19,,18.6,,1.08,,173.3,,,,,0.81,1.71076011846002,,,4.67397576457011
5,10,,22.4,,1.45,,98.8,,,,,1.06,0.975320829220138,,,10.7287449392713
5,12,,19.1,,1.35,,113,,,,,0.65,1.11549851924975,,,5.75221238938053
5,14,,20.4,,1.26,,127.5,,,,,0.91,1.25863770977295,,,7.13725490196079
5,17,,20.7,,1.29,,150.3,,,,,0.77,1.48371174728529,,,5.1230871590153
5,20,,19.2,,1.19,,173.2,,,,,0.91,1.70977295162883,,,5.2540415704388
5,10,,19.3,,1.38,,102.4,,,40,3.4,0.64,1.01085883514314,,0.390625,6.25
5,12,,15.3,,0.95,,118.3,,,38,3.5,0.58,1.16781836130306,,0.321217244294167,4.90278951817413
5,14,,21.7,,1.27,,133.9,,,42,3.4,0.74,1.3218163869694,,0.313666915608663,5.52651232262883
5,17,,20.2,,1.3,,156.5,,,51,3.9,0.88,1.54491609081935,,0.325878594249201,5.62300319488818
