site ID,"Depth
(m)",LL(%),PI,LI,e,K0,?'v (kPa),"Su(UCST)
(kPa)",St(UCST),"Su(VST)
(kPa)",St(VST),"ps
(MPa)",?'v /Pa,Su(UCST)/?'v,Su(VST)/?'v,ps/?'v
43,22,47.8,22.3,0.76,1.251,,169.8,,,53.8,4.3,1.03,1.67620927936821,,0.316843345111896,6.06595995288575
43,23,37.6,15.3,0.8,1.03,,177.7,,,57.9,4.5,1.09,1.75419545903258,,0.325830050647158,6.13393359594823
43,3,32.5,12.2,1.33,1.063,,36.3,,,,,0.47,0.358341559723593,,,12.9476584022039
43,4,30.6,12.2,1.65,1.07,,44.6,,,,,1.69,0.440276406712735,,,37.8923766816143
43,6,31.6,12.6,1.41,1.033,,61.2,,,,,0.53,0.604146100691017,,,8.66013071895425
43,7,34.1,14.1,1.6,1.199,,69.5,,,,,0.52,0.686080947680158,,,7.48201438848921
43,9,32.4,12.9,1.3,1.06,,86.1,,,,,0.46,0.84995064165844,,,5.34262485481998
43,12,43.6,19.9,1.4,1.458,,108.5,,,,,0.66,1.071076011846,,,6.08294930875576
43,15,42.8,17.9,1.6,1.504,,129.6,,,,,0.71,1.27936821322804,,,5.4783950617284
43,18,43.9,21,1.1,1.321,,150.8,,,,,0.75,1.48864758144126,,,4.97347480106101
43,21,47.5,21.9,1,1.343,,173,,,,,0.85,1.70779861796644,,,4.91329479768786
43,24,31.3,12.8,1.03,0.895,,197.3,,,,,0.85,1.94768015794669,,,4.30816016218956
43,5.5,34.1,14.3,1.41,1.146,0.48,,15,,,,,,,,
43,7.5,41.7,19.9,1.38,1.419,,,,,,,,,,,
43,11,42.2,18.3,1.42,1.416,,,,,,,,,,,
43,14,43.8,21,1.39,1.472,,,,,,,,,,,
43,17,45.8,22.2,1.2,1.417,0.57,,29,,,,,,,,
43,20,46.6,21.8,0.98,1.324,0.53,,36,,,,,,,,
43,23,36.7,16.3,0.99,1.036,,,,,,,,,,,
43,2.5,32.9,13.4,1.44,1.086,,,,,,,,,,,
43,3.5,34.1,14.5,1.5,1.169,,,,,,,,,,,
43,4.5,32.1,13.1,1.4,1.042,,,,,,,,,,,
43,5.5,38.2,16.7,1.31,1.199,,,,,,,,,,,
43,6.5,35.7,15.3,1.63,1.267,,,,,,,,,,,
43,7.5,46.9,21.7,1.31,1.516,,,,,,,,,,,
43,8.5,43.9,19.6,1.22,1.361,,,,,,,,,,,
43,11,42.1,17.7,1.36,1.378,,,,,,,,,,,
43,12,47.3,22.8,1.29,1.503,,,,,,,,,,,
43,13,47.6,23.8,1.21,1.5,,,,,,,,,,,
43,14,41.1,19.6,1.57,1.482,,,,,,,,,,,
43,15,47.7,22.8,1.23,1.504,,,,,,,,,,,
43,16,45.9,21.9,1.24,1.459,,,,,,,,,,,
43,17,45.5,21.2,1.21,1.425,,,,,,,,,,,
43,18,46.6,21.4,1.21,1.475,,,,,,,,,,,
43,19,45.6,22,1.28,1.468,,,,,,,,,,,
43,20,44.4,22.9,1.1,1.361,,,,,,,,,,,
43,21,42.1,19.5,1.1,1.256,,,,,,,,,,,
43,22,45.8,20,0.97,1.273,,,,,,,,,,,
43,23,44.1,20,0.82,1.198,,,,,,,,,,,
43,3,31.6,13.4,1.75,1.153,,39.3,,,26.4,3.7,0.36,0.387956564659427,,0.67175572519084,9.16030534351145
43,4,34.2,14.9,1.28,1.087,,47.3,,,27.1,3.9,0.57,0.466929911154985,,0.572938689217759,12.0507399577167
43,5.15,31.3,12.3,,,,56.6,,,36.4,4.4,0.57,0.558736426456071,,0.643109540636042,10.0706713780919
43,6,35.5,14.6,1.1,1.078,,63.4,,,21.2,3.1,0.41,0.625863770977295,,0.334384858044164,6.46687697160883
43,8.5,34.3,14.7,1.37,1.119,,83.5,,,24.8,3.2,0.44,0.824284304047384,,0.297005988023952,5.26946107784431
43,12,40.5,19.4,1.52,1.44,,109.4,,,27.4,4.6,0.58,1.07996051332675,,0.250457038391225,5.30164533820841
43,16,46.9,21.8,1.23,1.473,,137.3,,,36.5,4.5,0.64,1.35538005923001,,0.265841223597961,4.66132556445739
43,20,44.5,22.4,0.96,1.27,,165.1,,,52.2,4.4,0.82,1.62981243830207,,0.316172016959419,4.96668685645064
43,24,37.4,15.6,0.97,1.053,,196.7,,,59.8,4.5,0.97,1.94175715695953,,0.30401626842908,4.93136756481952
43,2.5,33,13.2,1.55,1.108,,,,,,,,,,,
43,3.5,33.7,13.2,1.36,1.081,,,,,,,,,,,
43,4.5,31.6,13.6,1.38,1.043,,,,,,,,,,,
43,5.5,37.6,16.1,1.11,1.113,,,,,,,,,,,
43,6.5,37.4,15.3,1.47,1.23,,,,,,,,,,,
43,7.5,39.6,16.9,1.23,1.239,,,,,,,,,,,
43,8.5,35.9,14.7,1.59,1.243,,,,,,,,,,,
43,11,41.5,18.5,1.36,1.387,,,,,,,,,,,
43,12,43.9,20.4,1.34,1.454,,,,,,,,,,,
43,16,46.4,22.7,1.29,1.518,,,,,,,,,,,
43,20,47,22.7,0.96,1.337,,,,,,,,,,,
44,3.5,,16.1,,1.06,,,,,,,,,,,
44,5.5,,15.8,,1.18,,,,,,,,,,,
44,7.5,,16.4,,1.15,,,,,,,,,,,
44,9.5,,22.3,,1.48,,,,,,,,,,,
44,10.5,,20,,1.41,,,,,,,,,,,
44,11.5,,22.6,,1.44,,,,,,,,,,,
44,12.5,,23.6,,1.63,,,,,,,,,,,
44,13.5,,22.8,,1.45,,,,,,,,,,,
44,14.5,,22.7,,1.5,,,,,,,,,,,
44,15.5,,23.3,,1.55,,,,,,,,,,,
44,16.5,,22.4,,1.39,,,,,,,,,,,
44,17.5,,19.8,,1.34,,,,,,,,,,,
44,18.5,,23.2,,1.38,,,,,,,,,,,
44,19.5,,24.9,,1.38,,,,,,,,,,,
44,20.5,,23.3,,1.3,,,,,,,,,,,
44,21.5,,24.4,,1.36,,,,,,,,,,,
44,22.5,,22.6,,1.26,,,,,,,,,,,
44,23.5,,18.2,,1.04,,,,,,,,,,,
44,4.15,,11.6,,,,,,,,,,,,,
44,6.15,,15.2,,,,,,,,,,,,,
44,8.15,,18.1,,,,,,,,,,,,,
44,12.15,,20,,,,,,,,,,,,,
44,16.15,,21.9,,,,,,,,,,,,,
44,20.15,,24.9,,,,,,,,,,,,,
44,3,,13.6,,1.05,,,,,,,,,,,
44,7,,19,,1.32,,,,,,,,,,,
44,9,,16.3,,1.12,,,,,,,,,,,
44,13,,25.6,,1.52,,,,,,,,,,,
44,17,,24.6,,1.49,,,,,,,,,,,
44,21,,22.9,,1.34,,,,,,,,,,,
44,24,,20.2,,1.05,,,,,,,,,,,
44,5,,16.1,,1.27,,,,,,,,,,,
44,6,,16.8,,1.29,,,,,,,,,,,
44,7,,15.4,,1.14,,,,,,,,,,,
44,10,,18.9,,1.41,,,,,,,,,,,
44,13,,22.8,,1.42,,,,,,,,,,,
44,16,,23.4,,1.49,,,,,,,,,,,
44,19,,23.2,,1.31,,,,,,,,,,,
44,22,,18.5,,1.17,,,,,,,,,,,
44,4,,13.8,,1.05,,,,,,,,,,,
44,6,,14.9,,1.21,,,,,,,,,,,
44,8,,20.6,,1.41,,,,,,,,,,,
44,12,,20.6,,1.36,,,,,,,,,,,
44,16,,25.5,,1.64,,,,,,,,,,,
44,20,,23,,1.26,,,,,,,,,,,
44,3,,13.9,,1.06,,,,,,,,,,,
44,5,,16,,1.24,,,,,,,,,,,
44,7,,14.8,,1.22,,,,,,,,,,,
44,10,,22.6,,1.49,,,,,,,,,,,
44,14,,23.7,,1.55,,,,,,,,,,,
44,18,,22.5,,1.44,,,,,,,,,,,
44,22,,22.8,,1.2,,,,,,,,,,,
44,3,,13.3,,1.08,,,,,,,,,,,
44,7,,19.3,,1.36,,,,,,,,,,,
44,10,,19.8,,1.42,,,,,,,,,,,
44,13,,,,,,,,,,,,,,,
44,16,,23.9,,1.45,,,,,,,,,,,
44,19,,23.3,,1.4,,,,,,,,,,,
44,22,,24.5,,1.34,,,,,,,,,,,
44,7.5,,16.8,,1.25,,,,,,,,,,,
44,9,,22.4,,1.62,,,,,,,,,,,
44,13,,24,,1.52,,,,,,,,,,,
44,17,,22.2,,1.41,,,,,,,,,,,
44,21,,21.9,,1.29,,,,,,,,,,,
44,24,,20.2,,1.24,,,,,,,,,,,
44,7,,15.2,,1.14,,,,,,,,,,,
44,10,,20.3,,1.46,,,,,,,,,,,
44,13,,18.8,,1.45,,,,,,,,,,,
44,16,,20.5,,1.49,,,,,,,,,,,
44,19,,21.8,,1.43,,,,,,,,,,,
44,22,,22.8,,1.25,,,,,,,,,,,
44,4,,13.9,,1.21,,,,,,,,,,,
44,7.5,,14.7,,1.12,,,,,,,,,,,
44,9.5,,22.3,,1.39,,,,,,,,,,,
44,10.5,,21.7,,1.56,,,,,,,,,,,
44,11.5,,22,,1.38,,,,,,,,,,,
44,12.5,,18.2,,1.34,,,,,,,,,,,
44,13.5,,19.8,,1.44,,,,,,,,,,,
44,14.5,,21.5,,1.41,,,,,,,,,,,
44,15.5,,22,,1.49,,,,,,,,,,,
44,16.5,,21.1,,1.42,,,,,,,,,,,
44,17.5,,23.5,,1.5,,,,,,,,,,,
44,18.5,,19.9,,1.34,,,,,,,,,,,
44,19.5,,22.2,,1.35,,,,,,,,,,,
44,20.5,,20.8,,1.31,,,,,,,,,,,
44,21.5,,21.5,,1.21,,,,,,,,,,,
44,22.5,,23.2,,1.41,,,,,,,,,,,
44,23.5,,21.6,,1.35,,,,,,,,,,,
44,24.5,,23.7,,1.31,,,,,,,,,,,
45,8,,16.2,,1.24,,81.2,,,,,0.6,0.801579466929911,,,7.38916256157635
45,10,,18.6,,1.45,,96,,,,,0.51,0.947680157946693,,,5.3125
45,13,,21,,1.41,,117,,,,,0.63,1.15498519249753,,,5.38461538461539
45,16,,21.4,,1.4,,138,,,,,0.72,1.36229022704837,,,5.21739130434783
45,19,,21.5,,1.52,,159,,,,,0.84,1.56959526159921,,,5.28301886792453
45,22,,20.5,,1.17,,181.9,,,,,0.94,1.79565646594274,,,5.1676745464541
45,24,,22.4,,1.29,,197.3,,,,,1.07,1.94768015794669,,,5.42321338063862
45,8.5,,16.4,,1.25,,80.9,,,,,0.58,0.798617966436328,,,7.16934487021014
45,9.5,,23.3,,1.54,,88.1,,,,,0.53,0.86969397828233,,,6.01589103291714
45,12,,18.7,,1.44,,105.3,,,,,1.41,1.03948667324778,,,13.3903133903134
45,15,,23.3,,1.48,,126,,,,,0.74,1.24383020730503,,,5.87301587301587
45,18,,21.9,,1.19,,146.6,,,,,0.89,1.4471865745311,,,6.07094133697135
45,21,,22,,1.23,,169.7,,,,,0.89,1.67522211253702,,,5.24454920447849
45,25,,21.7,,1.28,,200.4,,,,,,1.97828232971372,,,
45,9,,16.4,,1.26,,97.9,,,,,0.53,0.966436327739388,,,5.41368743615935
45,11,,19.6,,1.47,,112.3,,,,,0.75,1.10858835143139,,,6.67853962600178
45,14,,19.5,,1.38,,133.4,,,,,0.71,1.31688055281343,,,5.32233883058471
45,17,,20.3,,1.44,,154.5,,,,,0.81,1.52517275419546,,,5.24271844660194
45,20,,20,,1.16,,188.3,,,,,0.94,1.85883514313919,,,4.99203398831652
45,23,,18.8,,1.29,,211.3,,,,,0.97,2.08588351431392,,,4.59062943681969
45,8.5,,14.2,,1.18,,100,,,,,0.51,0.987166831194472,,,5.1
45,10.5,,18.9,,1.39,,114.9,,,,,0.53,1.13425468904245,,,4.61270670147955
45,13.5,,21,,1.51,,135.8,,,,,0.62,1.34057255676209,,,4.56553755522828
45,16.5,,20.3,,1.48,,156.7,,,,,0.71,1.54689042448174,,,4.53095086151883
45,19.5,,20.2,,1.32,,177.6,,,,,0.81,1.75320829220138,,,4.56081081081081
45,22.5,,19.7,,1.2,,200.4,,,,,0.91,1.97828232971372,,,4.54091816367265
45,25.5,,18,,1.2,,223.3,,,,,0.97,2.20434353405726,,,4.34393193013883
45,10,,24.3,,1.45,,97.2,,,,,0.51,0.959526159921027,,,5.24691358024691
45,13,,20.4,,1.37,,118.3,,,,,0.69,1.16781836130306,,,5.83262890955199
45,16,,21.5,,1.42,,139.4,,,,,0.74,1.37611056268509,,,5.30846484935438
45,19,,21.2,,1.54,,160.6,,,,,0.84,1.58538993089832,,,5.23038605230386
45,22,,20.3,,1.26,,182.8,,,,,0.91,1.80454096742349,,,4.9781181619256
45,24,,21.3,,1.3,,197.8,,,,,0.99,1.95261599210267,,,5.00505561172902
46,10.15,,14.2,,,,,,,,,0.58,,,,
46,14.15,,22.6,,,,,,,,,0.63,,,,
46,18.15,,20.1,,,,,,,,,0.89,,,,
46,22.15,,15.3,,,,,,,,,1.04,,,,
47,10,38.8,16.7,1.25,1.217,,,,,,,,,,,
47,14,45.7,22.5,1.38,1.511,,,,,,,,,,,
47,18,49.9,24.6,1.13,1.514,,,,,,,,,,,
47,22,42.1,20,1.08,1.264,,,,,,,,,,,
47,26,32.9,14.3,0.97,0.933,,,,,,,,,,,
47,4,39.2,17,1.55,1.345,,55.9,,,,,,0.55182625863771,,,
47,8.2,38.9,16.9,1.36,1.236,,91.2,,,,,,0.900296150049358,,,
47,10,35.8,16.4,1.64,1.322,,104.9,,,,,,1.035538005923,,,
47,11,35.9,16.1,1.55,1.27,,112,,,,,,1.10562685093781,,,
47,13,37.7,17.3,1.52,1.31,,126.3,,,,,,1.24679170779862,,,
47,15,44.1,21.7,1.49,1.563,,140.6,,,,,,1.38795656465943,,,
47,17,43,19.9,1.32,1.406,,154.9,,,,,,1.52912142152024,,,
47,19,43,19.8,1.36,1.448,,169.2,,,,,,1.67028627838105,,,
47,21,44.5,21.4,1,1.309,,183.9,,,,,,1.81539980256663,,,
47,23,35.9,16.1,0.99,1.083,,199,,,,,,1.964461994077,,,
47,25,36.4,16.1,0.94,1.032,,215.4,,,,,,2.12635735439289,,,
47,3,32.8,14.4,1.43,1.085,0.49,,,,,,,,,,
47,5,33,12.2,1.41,1.074,0.47,,,,,,,,,,
47,7,29,12.2,1.81,1.076,0.46,,,,,,,,,,
47,9,38.1,16.5,1.3,1.244,0.5,,,,,,,,,,
47,11,43.3,19.3,1.26,1.364,0.59,,,,,,,,,,
47,13,44.1,18.3,1.13,1.32,0.58,,,,,,,,,,
47,15,49.8,23.2,1.19,1.522,0.64,,,,,,,,,,
47,17,47,21.8,1.07,1.374,0.58,,,,,,,,,,
47,19,47.5,22.8,0.98,1.352,,,,,,,,,,,
47,21,42.6,19,1.01,1.223,,,,,,,,,,,
47,23,43.9,19.2,0.91,1.212,0.5,,,,,,,,,,
47,25,36.2,15,0.99,1.063,0.49,,,,,,,,,,
47,3.15,32.5,13.7,,,,,,,,,,,,,
47,4.15,30.3,13.1,,,,,,,,,,,,,
47,5.15,32.1,11.9,,,,,,,,,,,,,
47,6.15,33.1,12.4,,,,,,,,,,,,,
47,7.15,33.8,13.8,,,,,,,,,,,,,
47,8.15,32.7,13.3,,,,,,,,,,,,,
47,9.15,32.5,14.1,,,,,,,,,,,,,
47,10.15,35.1,14.4,,,,,,,,,,,,,
47,11.15,34.4,14.3,,,,,,,,,,,,,
47,12.15,34.3,14.8,,,,,,,,,,,,,
47,13.15,38.3,17.2,,,,,,,,,,,,,
47,14.15,38.9,17.8,,,,,,,,,,,,,
47,15.15,39.2,18.6,,,,,,,,,,,,,
47,16.15,38,17.3,,,,,,,,,,,,,
47,17.15,38.4,18.2,,,,,,,,,,,,,
47,18.15,38.2,17.2,,,,,,,,,,,,,
47,19.15,40.6,18.9,,,,,,,,,,,,,
47,20.15,43.1,20.1,,,,,,,,,,,,,
47,21.15,43.1,22,,,,,,,,,,,,,
47,22.15,46.5,24.1,,,,,,,,,,,,,
47,23.15,27.1,11.6,,,,,,,,,,,,,
47,24.15,26.9,13.1,,,,,,,,,,,,,
47,25.15,32.2,15,,,,,,,,,,,,,
47,26.15,32.2,14.9,,,,,,,,,,,,,
47,6,31.5,13.1,1.59,1.08,0.46,60.1,,,,,,0.593287265547878,,,
47,9,34.8,14.4,1.33,1.128,0.47,84.4,,,,,,0.833168805528134,,,
47,12,49.4,21.7,1.02,1.438,,106.5,21,,,,,1.05133267522211,0.197183098591549,,
47,13.5,48.7,23.3,1.03,1.429,,117.1,21,4.2,,,,1.15597235932873,0.17933390264731,,
47,15,41.6,17.7,1.27,1.332,,127.8,19,,,,,1.26159921026654,0.148669796557121,,
47,16.5,43.7,18.9,1.3,1.408,,138.5,19,,,,,1.36722606120434,0.137184115523466,,
47,18,44,20.1,1.23,1.404,,149.2,19,,,,,1.47285291214215,0.127345844504021,,
47,19.5,44.2,20.3,1.01,1.297,,160.2,28,3,,,,1.58144126357354,0.17478152309613,,
47,21,44.2,20.2,0.98,1.298,,171.4,33,2.9,,,,1.69200394866732,0.192532088681447,,
47,23.5,39.9,19,0.84,1.106,,190,34,,,,,1.8756169792695,0.178947368421053,,
47,4.5,34.6,13.7,1.33,1.09,,46.2,,,,,,0.456071076011846,,,
47,7.5,34.9,14.5,1.41,1.149,,70.4,,,,,,0.694965449160908,,,
47,10.5,45.1,19.3,1.39,1.476,,93.2,,,,,,0.920039486673248,,,
47,12.5,47.1,22.3,1.01,1.37,,107,,,,,,1.05626850937809,,,
47,14.5,47.4,23.1,1.3,1.573,,120.9,,,,,,1.19348469891412,,,
47,16.5,49.8,23.3,1.06,1.491,,134.7,,,,,,1.32971372161895,,,
47,18.5,47.8,24.6,1.11,1.471,,148.6,,,,,,1.46692991115499,,,
47,20.5,47.6,22.7,0.98,1.38,0.53,163.5,,,,,,1.61401776900296,,,
47,22.5,40.4,17.7,0.96,1.127,0.51,178.7,,,,,,1.76406712734452,,,
47,24.5,32.3,14.2,1.12,0.999,,194.5,,,,,,1.92003948667325,,,
47,26,37.9,17.2,1.17,1.145,,206.8,37,,,,,2.04146100691017,0.178916827852998,,
47,7.5,34.2,12.4,1.26,1.053,,,,,,,,,,,
47,9.5,34.7,13.6,1.47,1.144,,,,,,,,,,,
47,11.5,36.3,16,1.35,1.152,,,,,,,,,,,
47,13.5,44.4,23.1,1.14,1.375,,,,,,,,,,,
47,15.5,42.5,20.1,1.46,1.441,,,,,,,,,,,
47,17.5,45.9,23.8,1.16,1.423,,,,,,,,,,,
47,19.5,44.6,21.5,0.95,1.231,,,,,,,,,,,
47,21.5,46.8,21.8,0.99,1.344,,,,,,,,,,,
47,23.5,31.9,12.2,0.7,0.846,0.46,,,,,,,,,,
47,25.5,36.4,15.3,0.99,1.056,0.47,,,,,,,,,,
47,19.1,46.8,22.9,1.27,1.519,,,,,,,,,,,
47,23.3,41.9,18.6,0.91,1.16,,,,,,,,,,,
47,3,34.3,14.2,1.77,1.252,,33.3,23,3.7,,,,0.328726554787759,0.690690690690691,,
47,8,37.1,15.7,1.58,1.281,,73.3,22,,,,,0.723593287265548,0.300136425648022,,
47,11,36.5,14.8,1.4,1.209,,95.3,,,,,,0.940769990128332,,,
47,13.5,47.7,23.2,1.24,1.538,0.61,113.2,,,,,,1.11747285291214,,,
47,15,45.2,22.4,1.07,1.361,,124,,,,,,1.22408687068115,,,
47,16.5,44.4,19.6,1.22,1.398,,134.7,,,,,,1.32971372161895,,,
47,18,47.9,22.2,1.15,1.46,,145.4,,,,,,1.43534057255676,,,
47,19.5,44.4,20.6,0.98,1.287,,156.5,29,3.7,,,,1.54491609081935,0.185303514376997,,
47,21,41.2,19.5,1.11,1.245,,167.8,,,,,,1.65646594274432,,,
47,22.5,26.3,11.2,0.97,0.785,,179.1,44,3.6,,,,1.7680157946693,0.245672808486879,,
47,7.65,30.7,12,,,,,,,,,,,,,
47,8.65,34.7,14.7,,,,,,,,,,,,,
47,9.65,41.5,17.8,,,,,,,,,,,,,
47,10.65,35.6,14.2,,,,,,,,,,,,,
47,11.65,35.5,14.2,,,,,,,,,,,,,
47,12.65,44.3,18.8,,,,,,,,,,,,,
47,13.65,44.6,19.4,,,,,,,,,,,,,
47,14.65,45.6,21.4,,,,,,,,,,,,,
47,15.65,47.7,22.3,,,,,,,,,,,,,
47,16.65,50.1,20.3,,,,,,,,,,,,,
47,17.65,46.5,20.1,,,,,,,,,,,,,
47,18.65,51.2,22,,,,,,,,,,,,,
47,19.65,45.1,20.1,,,,,,,,,,,,,
47,20.65,46.5,21.8,,,,,,,,,,,,,
47,21.65,42.3,18.5,,,,,,,,,,,,,
47,22.65,41.9,19.1,,,,,,,,,,,,,
47,23.65,31.3,14.3,,,,,,,,,,,,,
47,24.65,32.6,14.3,,,,,,,,,,,,,
47,4,37.9,16.8,1.26,1.206,,,25,3,,,,,,,
47,7,39,15.7,1.44,1.289,,,23,,,,,,,,
47,10,42.7,19.8,1.45,1.445,,,,,,,,,,,
47,11.5,39.9,17.4,1.42,1.318,,,,,,,,,,,
47,13,42.5,20.8,1.19,1.342,,,,,,,,,,,
47,14.5,43.3,18.4,1.22,1.362,,,20,4.3,,,,,,,
47,16,45.1,19.2,1.18,1.379,,,21,4.2,,,,,,,
47,17.5,42.8,18.8,1.21,1.339,,,20,,,,,,,,
47,19,44.1,20.3,1.04,1.29,,,,,,,,,,,
47,20.5,42.6,19.2,0.93,1.211,,,,,,,,,,,
47,22,37.4,17.1,1.16,1.146,,,,,,,,,,,
47,23.5,28.8,11.8,1.2,0.908,,,,,,,,,,,
47,5.5,34.3,14.7,1.61,1.209,,,,,,,,,,,
47,5.7,35.3,15.8,1.23,1.132,,,25,,,,,,,,
47,8.5,34.7,14.4,1.63,1.255,,,,,,,,,,,
47,10.5,35.7,14.7,1.52,1.186,,,,,,,,,,,
47,12,40.7,18,1.93,1.582,,,,,,,,,,,
47,13.5,38,17.9,1.44,1.309,,,,,,,,,,,
47,15,41.9,20.3,1.51,1.449,,,,,,,,,,,
47,16.5,40.4,17.4,1.3,1.321,,,,,,,,,,,
47,18,46.3,21.1,1.26,1.44,,,,,,,,,,,
47,19.5,46.4,22.4,0.99,1.351,,,,,,,,,,,
47,21,42.1,19.2,1.11,1.299,,,,,,,,,,,
47,4.15,32.1,13.5,,,,,,,,,,,,,
47,5.15,30.1,11.8,,,,,,,,,,,,,
47,8.15,39,15.9,,,,,,,,,,,,,
47,9.15,38.3,16.4,,,,,,,,,,,,,
47,10.15,34.9,14.7,,,,,,,,,,,,,
47,11.15,34.2,14.3,,,,,,,,,,,,,
47,12.15,34.5,14.6,,,,,,,,,,,,,
47,13.15,33.6,14.4,,,,,,,,,,,,,
47,14.15,37.9,15.5,,,,,,,,,,,,,
47,15.15,44.7,21.8,,,,,,,,,,,,,
47,16.15,38.8,17.4,,,,,,,,,,,,,
47,17.15,38,17.8,,,,,,,,,,,,,
47,18.15,42,19.5,,,,,,,,,,,,,
47,19.15,47.2,22.9,,,,,,,,,,,,,
47,20.15,40.3,18.9,,,,,,,,,,,,,
47,21.15,41.1,18.2,,,,,,,,,,,,,
47,22.15,41.4,17.6,,,,,,,,,,,,,
47,23.15,44.2,22,,,,,,,,,,,,,
47,24.15,31.4,14.4,,,,,,,,,,,,,
47,25.15,32.4,14.6,,,,,,,,,,,,,
47,26.15,36.4,15.8,,,,,,,,,,,,,
47,3.5,32.5,12.3,1.6,1.102,,,,,,,,,,,
47,7,41.1,17.4,1.47,1.421,,,,,,,,,,,
47,9,45.1,21.7,1.28,1.417,,,,,,,,,,,
47,11,37.7,17.5,1.53,1.342,,,,,,,,,,,
47,12.5,47.3,22.1,1.23,1.508,,,,,,,,,,,
47,14,40.6,17.5,1.47,1.386,,,,,,,,,,,
47,15.5,48.2,23.5,1.35,1.607,,,,,,,,,,,
47,17,47.3,22.6,1.31,1.541,,,,,,,,,,,
47,19.5,46.3,21.4,1.07,1.349,,,,,,,,,,,
47,21,46.5,21.5,0.81,1.214,,,,,,,,,,,
47,23.5,41,18.1,0.98,1.152,,,,,,,,,,,
47,4,38.4,15.2,1.02,1.069,,46.7,,,43.4,3.4,1.12,0.461006910167818,,0.929336188436831,23.982869379015
47,10,39.4,17,1.5,1.347,,95.7,,,35.7,3.2,0.52,0.94471865745311,,0.373040752351097,5.43364681295716
47,11.5,37.2,16.5,1.61,1.338,,106.6,,,35.2,3.2,0.53,1.05231984205331,,0.330206378986867,4.9718574108818
47,13,35.1,16.7,1.13,1.081,,117.8,,,37.9,3.2,0.81,1.16288252714709,,0.321731748726655,6.87606112054329
47,14.5,36.6,15.1,1.47,1.229,,128.9,,,36.2,3.2,0.71,1.27245804540967,,0.280837858805275,5.50814584949573
47,16,49.2,25,1.03,1.434,,140.1,,,37.5,3.2,0.83,1.38302073050346,,0.267665952890792,5.9243397573162
47,17.5,45.5,22.9,1.02,1.333,,151.2,,,40.7,3,0.68,1.49259624876604,,0.269179894179894,4.4973544973545
47,19,41.7,19.6,1.35,1.381,,162.4,,,43.2,3,0.73,1.60315893385982,,0.266009852216749,4.49507389162562
47,20.5,48.9,25.5,1,1.446,,173.5,,,47.8,3,0.79,1.71273445212241,,0.275504322766571,4.55331412103746
47,22,45.4,23,0.99,1.295,,184.5,,,53.3,2.9,0.89,1.8213228035538,,0.288888888888889,4.82384823848239
47,23.5,48.1,25,0.79,1.278,,195.6,33,2.8,57.8,2.9,1.03,1.93089832181639,0.168711656441718,0.295501022494888,5.26584867075665
47,25,28,13.3,1.28,0.947,,207.6,,,69.8,,1.47,2.04935834155972,,0.336223506743738,7.08092485549133
47,26.5,39,16.9,0.99,1.129,,220,38,3,,,1.72,2.17176702862784,0.172727272727273,,7.81818181818182
47,9,38.2,16.4,1.45,1.283,,,,,,,,,,,
47,13,34.5,15.8,1.26,1.138,,,,,,,,,,,
47,17,45.1,21.6,1.11,1.37,,,,,,,,,,,
47,21,47.8,24.5,1.07,1.411,,,,,,,,,,,
47,24,44.6,20.5,1,1.285,,,,,,,,,,,
48,3.5,34.7,14.5,1.31,1.135,,39.4,,,,,,0.388943731490622,,,
48,6.5,34.3,14.3,1.27,1.084,,65.2,29,7.4,,,,0.643632773938796,0.44478527607362,,
48,8,34.5,14.4,1.31,1.12,,77.2,,,,,,0.762092793682132,,,
48,9.5,34.7,14.4,1.35,1.168,,89.2,,,,,,0.880552813425469,,,
48,11,44.9,21.8,1.24,1.415,0.52,100.7,,,,,,0.994076999012833,,,
48,12.5,45.8,22.4,1.23,1.47,,111.2,,,,,,1.09772951628825,,,
48,14,47.8,23.9,1.23,1.509,,121.8,,,,,,1.20236920039487,,,
48,15.5,46.8,23,1.11,1.387,,132.3,19,7.3,,,,1.30602171767029,0.143613000755858,,
48,17,46.6,23,1.14,1.411,,142.9,,,,,,1.4106614017769,,,
48,18.5,47.5,23.9,1.1,1.381,,154,,,,,,1.52023692003949,,,
48,20,43.4,20.8,0.8,1.151,,165.4,,,,,,1.63277393879566,,,
48,22,35.6,15.3,0.91,1.013,,181.8,,,,,,1.79466929911155,,,
48,3,45.4,22.1,1.33,1.501,,36,,,,,0.34,0.35538005923001,,,9.44444444444444
48,7.5,34.4,14.5,1.37,1.155,,71.6,20,7.2,,,1.28,0.706811451135242,0.279329608938548,,17.877094972067
48,9,34.5,14.5,1.33,1.136,,83.5,,,,,0.56,0.824284304047384,,,6.70658682634731
48,10.5,47.6,23.6,1.29,1.543,,95,,,,,0.46,0.937808489634748,,,4.8421052631579
48,12,45.7,22.2,1.17,1.389,0.52,105.7,,,,,0.46,1.04343534057256,,,4.3519394512772
48,13.5,46.4,23,1.13,1.387,,116.4,,,,,0.53,1.14906219151037,,,4.553264604811
48,15,46.1,22.6,1.16,1.393,,127.1,,,,,0.5,1.25468904244817,,,3.933910306845
48,16.5,44.5,21.6,1.24,1.392,,137.8,32,6.9,,,0.61,1.36031589338598,0.2322206095791,,4.4267053701016
48,17,44.7,21.8,1.22,1.389,,141.4,,,,,0.61,1.39585389930898,,,4.31400282885431
